text,positive
RT @shurkad: @Uyanga8888 ямарррр гоё нэртэй болцийн ккк :)) @mandymandakh,1
@Dimas_writter  И что будет после этого немного? )),1
"Я хочу затусить на этих выходных! Помещение и ""горючее"" имеются) Кто присоединится?)",1
"я удивлена этому звонку. 
Ну хоть дома сидеть не буду)",1
при этом она была счастлива в браке с дедом очень оооочень много лет),1
"вместо того, чтобы учить пдд я ищу, где лучше загс в кал.обл) я замуж ближайшие 3 года не собираюсь, но это намного интереснее занятие)",1
@viktoria_cc @dima_alexandrov @chepalish ты тоже ничё_),1
"RT @Louis_Tomilnsow: ахах.
а сейчас захотелось чтоб Слю написал обо мне как личности твит :)
многого хочуу.
хах)",1
"У соседей ""Реквием по мечте"" и любимая или очень знакомая музыка. Решили сделать мне впервые приятное)",1
"@macov_net это нормальные цены, а не блэк фрайдэй))",1
@Ikhbayr яриад хэлье. Энүүгээр нэг дэлгэлтэй биш :-)),1
"@anlock97 да ты кого)#анонимно написать в публичную группу,у анонима ума палата,не слушай даже!!!",1
"@mr_marman не ссы братюнь, просто крик души, все терпимо ;)",1
"@xLevkin, просто тов. @shagulin почувствовал конкурента)).",1
ко мне Дима приехал)нам клевенько)он мне борщик готовит),1
"преподша выдала "" А знаете облысение чего признак? Плохой потенции"" :D хаххахх да, это именно то, что нам было нужно:D заебись инфа :DD",1
"@maxmasha возможно))
но сейчас ничего не надо нам:)",1
"@666_CATAHA_666_ скажи, чтобы он не слишком залипал на Старка:D",1
"Теперь и @ruslanlesbi в моей ленте :D я не знаю, кто ты, но ты подписан на моих бро, з
А бро моих бро мой бро",1
"Даша не школьник, а гимназист. Не путайте разницу:D — Ахах
точно http://t.co/1Rq7NsVkAw",1
@SViktoruya Ахахахахха....За мандаринку:DИбо нефиг воровать.....,1
"@inyamedvedeva ахаххахах , ты только глянь , какие попки :) какие трусы ,о чем ты",1
"напиться и снова пойти на занятия? мы с настей можем всё:) жаль, что пласт напомнил о себее фу",1
"Спасибо Камиллке за то, что пришла на историю) Не провал!))",1
@danny_norman @pashkenziy как раз по первому смотрела:-),1
RT @hyzejogusy: обычно по новостям у нас перевод идёт с русского на украинский.. а тут нашёл какие-то новости где всё наоборот :D,1
Ура!!! на Новый Год отдыхаем 5 дней!!! с 1-го по 5-ое!!! :-),1
"Вы говорите, что я вам дорог и бла бла, но никто из вас не позвонил спросить как дела или на улицу позвать 
Спасибо :)",1
"в моем сне Луи признался, что они с Гарри - пара, так что.. идите нахуй, я не перестану в них верить НИ-КОГ-ДА! :D",1
"RT @gusak_av: Посмотрите, какие прекрасные вопросы поднимаются на сайте Тихорецкого совета депутатов! :)
 http://t.co/QfnS4z1Tqm",1
"Я теперь знаю, где живёт Солнце! В моём сердце... )",1
"@kuzemman не, на самом деле, никакого адового веселья не было)это просто мне было весело, еще в Элвисе все началось) так что не пропустил",1
"Я так счастлива!Зачет по лабораторной по физике! ^_^
#счастье",1
"В информации сейчас диалоги круче и веселее, чем в ""Дне радио""! Наша редакция прекрасна!) Можно записывать и отдать для книги или сценария))",1
С первым снегом свежую зимнюю резину :) http://t.co/MxEvf8xNhS,1
"@swinopass и ты чего,ведешься??)смотри,без штанов оставят",1
"ну, что ж, буду просить в воскресенье маму взять с собой)",1
Какой будет эта зима? — лучшей:) http://t.co/yPYOzotW4s,1
"Недавно назвала Университет ""моя бывшая шарага"". Те, кто был рядом поперхнулись. А фигли, всё меняется ;)",1
Какие красивые цветы:) С днем рождения мамочка!:* /party/ http://t.co/s9pXdW7dF5,1
Нароооод)))) смотрим) вспоминаем) ТАНЦУЮТ ВСЕ))) http://t.co/d47Bl1Zvml,1
"Отныне я поклоняюсь Каплану и осную религию СТРЫКАЛИЗМ! И я пророк этого дела ^_^

Надо бы vk группу создать!",1
"и почему практически все темы моих писем выглядят как ""хаха"" , ""тутуту"" , ""пыщь-пыщь"" или подобным образом? %)",1
@anna_miley_anna как мило^^ спасибо:)  но уже 2-х:D даже я не заметила Оо я думала у меня щас 1890 лол... КАК ТАК ТО,1
"@vitatomas1 за то,что квитанции не отдала,бегала в школу относила) и за фелармонию)) он асказала что бы завтра  пришло на неё 10 человек)",1
"@robinwitaker нет.
Как же твои девочки,без такого старосты?)))",1
"@loverulesdude, мне тут Гошан недавно приору золотую купить предлагал;)",1
"Фильм понравился) пример просто отличной экранизации, даже упитанность Китнисс уже привычна #ГИ",1
"Дааааааа, вот это я понимаю ВЫЕЗД!) http://t.co/7caCGARAew",1
"макдак, дрифт с Вовкой на прокаченной приоре, потом каток и гонки по ночному городу)",1
Записываю Ленина)Круто стелит http://t.co/9RzskYqgmU,1
"Наши друзья, компания Moqod, сделали iOS приложения для нашего сообщества! Качаем, смотрим, пользуемся :) http://t.co/aSCQmTJ9Gf",1
"Аааа )и те выходные -праздничные ))))
Когда я возьмусь за учебу ?!!!)",1
"@RitaKameneva @Katerohcek @nirvankalol ахахаха а я сказала,но она сказала типо я на фитнес,мне срать на твою учебу,ясно мам)",1
"RT @Gau_Bee: Ну е-мое. Зачем говорить мне, нравится вам или нет моя прическа? Мне ж...как бы это сказать...ПЛЕВАТЬ.)",1
"RT @l_enskaya: Ржу ПЗДЦ!!!!!))))ахаххаха)))))Бывает же такое)) 
""Сейчас такую аварию заснял.....Я тебе перезвоню зая""
http://t.co/rNfoUI13ZC",1
"RT @_K_M_V_: Вот бы сделать дома уборку и нажать ""Сохранить""!))) http://t.co/D6LLHe37Q8",1
@All_For_Melody Ух ты! И дата есть) Точно считаю подарком! :D,1
"@IdahoForever мы единственные, кто рады этому настолько) да)",1
"@iasineigor даа :) а вчера была Арбенина. Неземное зрелище! И куча #ЛГБТ, естественно)",1
Сергею лазареву в новом клипе сердце и лицо разбила красотка-боксерша :)  http://t.co/sunkMKm0SK  #премьера #СергейЛазарев #новый_клип,1
"Я уже и забыла как это писать в твиттер! Зашла сегодня, и знаете, как домой пришла. Я вернулась;)",1
Настроил кросспост из жуйки в тви. Посмотрим как оно всё выглядит :),1
"Еээ нэг ч хvн бдаггvйэ, заза над шиг ингэж дасгал хийдэг хvн ч гэж юу бхав :)))))",1
"@bortkovika порадуешься, когда саму историю расскажу)",1
Нашел в старом проекте 8454 строк пхп кода. Я тогда совсем не умел программировать :),1
"Какой-то мужик на улице сказал. что я красивая :) Такая мелочь, но у меня уже полдня хорошее настроение =)",1
"@anya_hi ну он зайдет, увидит твой лайк) и воспрянет духом",1
"Что-то в этом есть, не находите? ;) http://t.co/AWB2HkOJmF",1
Я за день читаю столько ленты.... Война и Мир явно в прошлом),1
@angrydeadrocker @satanicundead @Eye_pain_ @yatsan_ho @loveeeTDG @dobryak3 @ms_zelenyy @tmdnn @libya_nadia спасибо),1
"Меня всегда умиляет животное, могущее положить под щеку заднюю и переднюю лапы одновременно. :)",1
"@Xiongmao_Tao @miracle_musical Это да, но всем плевать что он делает, если в колледж не красит, но все нормально. В этом плане ему повезло))",1
RT @smirnitskaya519: Многократный чемпион по самбо #стукнул тростью об асфальт в Петербурге. #улыбнуло ;) #SuperRetweet,1
"RT @hg_cf_imagine: О боженьки, это лучший день в моей жизни) не может быть, меня читает Китнисс.",1
RT @marina_al_42665: Как не крути..а жопа всегда сзади),1
"@semvyso, Хорошо, что есть праздники) Хоть на какое то время можно забыть про работу.",1
бумажный скотч спасет мир!мне не чем было зафиксировать бинт вокруг пальца и тут пришел ОН - бумажный скотч!)),1
@balandin73 тоже так думаю! :) Нельзя же всё время быть сурьёзной :) @topoprf @NovLena,1
"@poli_afonina Надо было скользить на пузе, ты ж тюлень или где?:D Ничего, все пройдет с:",1
Мои хорошие:) соскучилась уже*)) http://t.co/QG2VMnFsFA,1
"Какой будет эта зима? — Чудесной)
Я думаю что в эту зиму произойдет много хорошего :33 http://t.co/3iW6QllHoy",1
"Вспоминаю это фото каждый раз, когда мама говорит, что я взрослая)) http://t.co/TlZB60tuDF",1
"С самого утра хихоньки-хахоньки;)
Обожаю пятницу, она как всегда веселая)",1
"у меня есть именная сига, а у вас нет :D http://t.co/Ow9LovXaN3",1
"RT @kaktusMorcesa: @morenchik8 еще побываешь) думаю, что мест красивых полно, а вот люди....",1
"@LeeMalfoy вам еще нужна бета?:)У
уж очень люблю это дело.",1
@MashMashik а вообще я сперва тебе раскадровку должна),1
"за полгода сгорела мать, БП, монитор ... может у меня правда комп не по фэн-шую расположен :D",1
"Знаете,что такое справедливость??
Это когда приходишь на две пары,а у тебя потом нет последних двух))",1
зате мій миколайко приїде вже завтра вночі)чекаю чекаю чекаю,1
"собрав все мысли в кучу стало ясно кто ты )) 
мнение поменялось ;и слава Богу )",1
@dimka_sai вообще у меня мало звезд которых я раскручиваю) на двух пальцах можно пересчитать,1
@GlukoZa_Ionova меня можно задобрить творожной запеканкой политой сгущеным молоком :-),1
"RT @yqymihut: Щас все-таки сдохну :) Но надо победить простуду, привезенную из России :)",1
"ураа, нашел цепочку! все отлично)
#ухьюстонавсеотлично.",1
"Хотя мы пока и не знаю где будем отмечать Нг,но...но...как же без платья? :D",1
Влюбленная парочка ходит в одинаковых шапках)так мило,1
"Тем. контроль по менеджменту,как я блять его люблю)",1
"мне нравится чувствовать, как он смотрит на меня, когда я смотрю куда-то в сторону.)",1
@GroupIB отпускает каждого третьего киберпреступника :) https://t.co/dASTAoLYyF,1
"RT @SevaTarasov: Вы видели, у нашего клипа ""Пока Мы Молоды"" уже почти 1 500 000 просмотров)))!! http://t.co/wOQsnCFfUF #ГЕРОИ #ПокаМыМолоды",1
RT @picylilywov: еще одна флешка на шею %) Теперь у меня с собой будет 3 флешки.,1
"P.S.   Послушать не дам. ЭТО даже я до конца дослушать не могу. Так что, я лучше спою как-нить вживую :)",1
RT @PuzyrevaV: #СоколовскийЯХочуТебя познакомить с Найлом :) http://t.co/Tp6jTiO9ON,1
"В 16.00 всем офисом займемся его украшением в мишуру и дождик,и елку поставим) а еще нам в это время будут наконец модернизировать компы:)",1
"RT @Hearthstone_ru: Ключики раздали, но это еще не все! Часа через полтора начнем новую игру, готовьтесь :) #ВсемHearthstone o/",1
Ксю. Ди. Нана. Бублик-26.12  идем на Ледовое шоу:) хахахахахах,1
"Пришли заключать договор по домафону,а я поговорила с ними и ушла дальше смотреть телек:DВот так вот",1
"@adelinkaaa да ладно, мы крассвчики, а вы молодцы :-D",1
"у всех есть твиттер,и у Лизы теперь будет твиттер:D правда пока не понятно зачем:D",1
ооо... началась война цен на e-ink устройства :) Радует,1
@Dc_Dro @your_tamagotchi покорми уже своего кота мансаной!! А то линять скоро начнет!!;),1
"Мне за эту сессию нужно сдать только 1 экзамен, аеееее, самая ахуенная новость :D
Я очень рад :D",1
Отлииииично позанималась и попарилась! Все силы и свой негатив оставила в зале :),1
RT @leylya1996: @tanhiaNik  он точно не кузнечик :D http://t.co/7ufH9siQyv,1
@pourtov в финансах: sunshinne.expert@gmail.com :) за любой кипишь кроме голодухи,1
"Причем, там всего 2 французов: одна - глава комиссии, а со второй будет работать комитет, куда я попала. Не, ну я счастлива)",1
А вы лайкнули нашу страницу? =) http://t.co/C3zAQTX2Iz,1
Господа! Думаю нам с вами обязательно нужно его посмотреть) http://t.co/YLEeTHspN7,1
"Не важно, сколько дней в твоей жизни. Важно. сколько жизни в твоих днях. :*)",1
"@arzik2 я тоже злая, когда голодна. И сразу все раздражать начинает:)))",1
Очень красивая пицца была:) Диетическая  - без колбасы ,1
@soft_grey Прислать!!! Буду показывать особо буйным клиентам :)),1
@vladyyshka хочу побыть задротом)ааха а то вк надоело),1
"@I00987 @vesti_kpss 1) Нехуй мне указывать 2) Я останавливаюсь тогда, когда сам этого хочу 3) Умирают люди, а черножопые пидорасы - подыхают",1
"Шоколадке нужно привести какую-нибудь хрень
Только вопрос какую)",1
"http://t.co/nf8rXR7XTH
работа, которую я всем сердцем прокляла :DD",1
"@mikey__fuckin вах вах, какой смайлик:D #СлишкомУпорот",1
"RT @Dara_13KG: @OMedeer как стрелец стрельцу, желаю больше халявы, ю ноу)",1
@Ilya_Lisin да какой из меня квэньщик  :-D я ж шучу:-),1
"RT @Tom_Green_34: @_Moe_more_ Да тут всякие разные,что с ними в жизни случалось:))",1
С этим подарком Вы точно не прогадаете :) http://t.co/hUkyeseGz2,1
"@Myrkin @kolohui тото тебе пердак каждый раз подрывает, бездушный ты наш)",1
"щас всё пропылесошу, помою, что бы завтра меньше было делать и подольше погулять ;)",1
"снова, значит, удалять не желает.
снова нэт. окей ;)",1
"Воть  и зима пришла:)
#snow #winter http://t.co/lF8gyqGDDv",1
почему-то на рипите.. наверно настраиваюсь на вечер) https://t.co/BgYSEr3nry,1
"RT @DariaClever: я теперь немного звизда
меня читают стояк и точка
еще одно достижение)
в этой никчемной жизни..",1
RT @rafipibudiq: Подтверждение с dreamspark пришло :),1
Стиральная машина сошла с ума и выплевывает воду через ту штуку в которую порошочек насыпают :D,1
"Если бы в ВВП,был бы хоть 1% от Нельсона,то Роиссия была бы другой)",1
У меня 10 по англ!!!! За правила!!! И она не орала на меня за джинсы!!),1
"RT @tsybulin: Если в статусбаре вашего айфона светится просто E не огорчайтесь, просто LT туда не влезло:)",1
"RT @threatofmuggle: @good_scintill будь оптимистичнее:D а если вернуться в реальность, то я тоже просто глупый
поэтому..мы просто не избран…",1
"@irina_bezrukova а я жду своего дня рождения 31 декабря,когда исполнится 16)сразу почти все ограничения официально снимутся))",1
"на биологии фоткались, стебали новенького:D
#весело было",1
"х) мама говорила, что черные шторы это ужасно...теперь же, когда их повесили, ходит и восхищенно на них смотрит Х))",1
"RT @rockgirlirushka: Первый день зимы....начинаю верить в чудо))) И Жду Святого Николая,  If you know what I mean))) WHICH Nikolay I mean)))",1
"@Funny_mango не, я итак про Локи пишу, но до нц долго еще :D",1
"Обедаю с Лучшим волонтером ЯО 2013 года!)) Настенька, ты умница!)) Безумно рад и горд за тебя!)) http://t.co/6tZoy3JKB1",1
"@krasava_filaaa Ничего страшного:)
Надеюсь до завтра успеешь?",1
"Рад, что малая уже на базе ) Если все будет по плану, через 3 месяца я снова туда, хотя хз хз хз )))",1
"@Aphazel фу, виртуалки бяка. Никакого удовольствия :)",1
"@AlinCollins все, последняя :D
я уже второй час собираюсь фильм смотреть :D http://t.co/WOMTcq1qqe",1
@Gumpaa @OChuluunbileg ккк за маргааш нь хэрчсэн гурил дийлэхгүй болтлоо миярдаг байж юу гнэ үү :-)),1
моя жизнь никогда не будет прежней:на физре бегали под сердючку),1
"скиди, ты не тупая, а это я СТО ПРОЦ, если еще будет неправильно то, что она у меня списала........ то мне не жить, хотя это даже КУЛЛ)",1
"Думала: что же написать? И вспомнила) По дороге домой я увидела кошку! Глаза у нее были красные и самое смешное, что она была похожа на иноп",1
"В очередной рпз убеждаюсь в том что мужики-свиньи)поулыбалась женатику,просит номер",1
Готовлю себе на обед  японское блюдо Сакэна с рисом. #Димашефповар передает привет #Катяшефповар !:),1
Бизнес-премия 2013 - интервью и фотосессии перед началом ;-),1
@Dinmykhamedova  говорят завтра репа по счет бала :-),1
"Раз пять пересмотрел танец Самвела, аххахх это было круто)",1
17 вопросов на экзамен по физике! Что может быть лучше?)),1
RT @floxytex: Каждое утро представляю как ты просыпашься),1
"@ElenaSkopinska Да, пожалуйста)Леночка, желаю тебе новогоднего настроения и много снега за окном) :-) :-)",1
"Не зря я в школе 11 лет училась списывать,пригодилось,учитесь в школе хорошо,а чему,сами решайте)",1
На алгебре читали гороскопы на сегодняшний день) Очень все правдиво....,1
О чем ты чаще всего мечтаешь в последнее время? — О счастливых днях) http://t.co/1ZEs3R4jsz,1
Побольше бы таких уроков английского)) http://t.co/dooiq2FAzY,1
"@CrazyPatMofos ну чувааааак :DD я жи сказал,что он страшный",1
"Кому #борщец #украинский да со #сметаной украинской ? ;)
#iguides_photo http://t.co/V8TtuldO42",1
@tuyara_oshea @17BLACK_HS да вы обе вконтакте мне с разницей в пару минут скинули по записи :) &lt;3,1
"Теперь узнает, с кем будет Россия играть в группе:)",1
обещала мне ту  одна сучка позвонить)только начала материть и звоноооок),1
"4 хелтэй чихгуй ямар амьтан бэ?
Майк Тайсоны нохой гэнээ :-)))",1
"@yuliyamoysevich ну вот и что мне тебе говорить,что я даже не знаю,что говорить?:D",1
@AnVLV Есть вариант посимпатичней и помоложе сразу два-в-одном ;) http://t.co/PJ7KfkmdWo,1
RT @iJaala: Уговариваю маму записаться на фитнес и меня с собой. Никогда не помешает же. :),1
Модель бл*))))) #instagood #me #cute #follow #photooftheday #like #girl #beautiful #picoftheday… http://t.co/d2ozrnGRjl,1
"Рома:""Малая извращенка :3 ""Душик мимими"" всё с тобой понятно)))""
все со мной понятно,да :)",1
"#5k @KISS_onNIGHTS @__URIE___ люблю я вас,пельмени мои дорогие))",1
"""Унесенная призраками"" - мульт моего детства. Нужно пересмотреть.))",1
"@Vika_Winchester в этом уж никто не сомневается:D
Как тебе в школе? С:",1
Балдею под эту песню.....))))))) http://t.co/6VqjYzlLl5,1
"RT @ADEL_ika: елку собирают в парке)
надо дома начать собирать:)
ахах",1
"еще дала прочитать эту скороговорку некоторым одноклассникам,также лоханулись:D",1
"RT @CSociopath: @Dar_Guetta УОУ, СПАСИИИБУШКИ:** ЕДИНОРОГОВ ТЕБЕ:*",1
@EV_Petrushka На здоровье Катюша!) Всего самого наилучшего!),1
"@yuliyamoysevich почему болит?:о не подыхай, или убью тебя:D сижу, смотрю телевизор:D",1
В Grizzly баре на Невском просто супер) вкусно и интересно. Рекомендую),1
"@nesteroidd я точно не попаду даже за бесплатно, ибо мне еще до Москвы ехать :D а у нас с этим проблемы",1
"@SandraHomyash да щас прям, ога,  размечталась, увидишь ты его:D",1
"@XOXO__100500lol ахах, ну и как?
я после него долго отходил:D",1
"@natali6897 Ооо:)я даже не помню в каком году смотрела eго последний раз:)
ты онлайн смотришь? Или?",1
Но как-нибудь она присоединится к нам за обедом. Э:-) #FF,1
еду с Ашана в маршрутке и думаю..  как я сейчас с пятака донесу этот огромный пакет?! что-то многовато я купила)),1
теперь я знаю что @shatalov_vadka читает мои твиты:D #этоважно,1
"Сасайте, у меня даже выход за кулисы был на том концерте:DD 
Бля, да у нас вообще каждый день концерты!",1
"@ABeduin @MisterPetrov57  Думаю учёные  не могут понять, куда его мужчинам нацепить. У дам все предельно ясно )",1
"@Keeps_Kalm не просто у меня индекс из 6 цифр,а ты написала из 5 :)или в Украине индекс из 5 цифр?:Dя просто не знаю)",1
"RT @chlenschmidta: @PBarteneva вызывают винчестеры кроули,а появляется шерлок:D
ту-ту-туууууууу:D",1
"RT @stay333strong: @UnicornLouie аввв:*спасибо,родная:*",1
"Q: Хватит обижаться)
я ведь скучаю)  A: http://t.co/R7C4iwM40L",1
"@Essie_august близко к правде. А не с эльфами ли? Ну это так, просто мысль.:)",1
А знаете почему у вас нету подарка на новый год?) Потому что вы не послали смс с кодом на номер деда мороза:) #TEAMFOLLOWBACK,1
"На то тебе и нюх, чтобы выбрать, какой дорогой идти. .. ^_^ /../ #AutoFollowBack",1
Он вытащил троих ребят из своего подразделения посреди перестрелки. ::-) #FF #FOLLOW,1
Ну пиздец денек...Генератор дал о себе знать. Спасибо друзьям- выручили),1
@DmitrichukEgor может тебе нра длинные распущенные волосы),1
"Люблю когда дома никого нет,можно слушать музыку на всю)",1
"А почему, собственно говоря, плесень?) — это долгая и очень странная история:D http://t.co/z2h6eIWVMI",1
Первый зачеееет!! Моему счастью нет предела :-) http://t.co/2byrDjAk1r,1
RT @polina33546: @TylerRasen @AlinaCubbins с днём рождения),1
RT @fiducia_moulin: Ураааа научился писать на клаве закрытыми глазами))),1
"Боже,Светлана Владимировна,как же с вами классно:)
Просто обо всем можно поболтать и посмеяться. 
Я вас люблю:**",1
"Даже чутка испугалась, когда ща на остановке увидела НЕГРА !;)
негр в сидоровке - теперь я видела всё, ахах",1
"RT @NoxBrand: 4 хелтэй чихгуй ямар амьтан бэ?
Майк Тайсоны нохой гэнээ :-)))",1
Уже какой день не могу от телека оторваться))))Универ смотрю...,1
Сегодня было весело :D О эти цыганские песни и танцы :D,1
RT @lida_demi12: @kukyaeva @kate_obj обожаю little mix и Деми),1
К стати) Вечером будет понятно - насколько я везучий сукин сын)),1
"@AloshaPopko спасибо мен)
если сдохну то ты первый получишь приглашение на праздничный похорон)",1
"Прогуляли с Дашей английский, мне стыдно, но это было весело:D",1
RT @invok33r: @daniktwittacom @mimilol69 @pokazanchik0 @gnoomik да не за что;),1
"@Badou_N нет, говорю же)) дела тут кое-какие имеются. Мамепапе помогаю",1
"РЕБЯТА, ТЕПЕРЬ У МЕНЯ ЕСТЬ МАШИНА :D http://t.co/mntCGTFt5m",1
"Ахах:) 
Хоть ты такой маленький для меня,с тобой всё равно,так весело играть в снежки^^
Как мы смеялиись:D
Обожаю тебя, мои сладкий Кирюша:*",1
"Обожаю водителей 27т, и быстро и по дворам без пробок))",1
RT @b_lutaa: 3D зураг... хүмүүс гайхамшигтай сэтгэх юмаа :)) http://t.co/pTCGQra2y2,1
"RT @Hearthstone_ru: Ключики раздали, но это еще не все! Часа через полтора начнем новую игру, готовьтесь :) #ВсемHearthstone o/",1
@GrandiSognatore лежу) реально сил нет что-либо делать) а ты?),1
"И это не попугай, а дятел. Он постоянно долбит клювом всё, что ему попадается, когда чирикает )",1
RT @xstos1920: Потом идет и толкает Бубочку и она пряма возле наших ног вольется на дороге))))Лежит смеется и мы умираем со смеху)хаххххххх…,1
"Ахаха, дааа, день сегодня отличный, ждем завтрашнего, чтобы поехать на каток) http://t.co/JciPWSpZo6",1
"@IrkKilljo Азаза :D
У меня на самом деле просто сдвиг на таких глазах :D
Везет же с:",1
Свежий воздух и вода не помогут никогда... Только СЕКС и онанизм УКРЕПЛЯЮТ ОРГАНИЗМ ))),1
"@KrilovaValeria ааа, понял) ну, я пока ни то, ни то читать не хочу, опять же, не хочу разочаровываться в аниме.",1
"@Lera_Echelon хах,ну нихуясипе :D
мы кароч выложим проду,где-то завтра или вообще послезавтра,ибо ее еще блять нет,а ведь регать надо еще :с",1
"@kuraga_petrovna ох как все сложно))) мне нравится,когда у мальчиков неправильный прикус)))",1
"а почему бы и не в ванной :D
#mtvstars 30 Seconds To Mars http://t.co/8pXtrQjwIq",1
Сегодня было весело :D О эти цыганские песни и танцы :D,1
RT @vovawicagoqu: кто-то меня утром кажется прибьет... :D,1
"@Pony_eee в моем случае человек далёк от всяких скайпов, агентов, вконтактов и т.д. ) поэтому звонки и смс)",1
@ar_bleiz зато теперь мне не захочется больше повторять этот опыт),1
RT @ibtwbaby: @Hentsis @AnyaTrick подружки не разлей вода)),1
забрали с Натусиком сегодня нашу посылочку))) http://t.co/S9DVHI7H0Y,1
@fc_anji надо верить и надеяться)). Рим так то не за 1 день построили;),1
"@nastyyuusha28 тебя не бесит,когда тебя называют ""кононенкА"" или ""кононенкина"" ? :D",1
"а, какая мощная  играаа!:)
6-ая молодец!!:) Порадовали очень)))))",1
"@kfm936 Оч обидно, Оч достойный Человек, по своей порядочности выше многих, кто занимает высокое положение)))",1
"ДОБРОЕ УТРО, ЖУЙК! у меня отличное настроение, чего и вам желаю :)",1
"Мозги есть у всех, просто не все разобрались с инструкцией)",1
@keniana1 @soski_schmidt @Vall_Schmidt ага:D а ты куда собралась так ехать?:D,1
RT @invok33r: @daniktwittacom @mimilol69 @pokazanchik0 @gnoomik да не за что;),1
Подборка комиксов и карикатур :) http://t.co/n10hmXFPKd с помощью @feedly,1
@Di_irina да еще и в коже! Явно интересный вечер намечается :-),1
":)) RT @FoolsNobodys дуэт ""Не пара"" http://t.co/nV0p44hRcM",1
@Nechaevaaaa Какая прелесть) Можешь сделать еще фото себя в чешках? Пожалуйста пожалуйста)) Я буду твоим самым верным читателем навеки)),1
"@phagenarater Нет, это «Для Android» для Андроида. Чувствуй разницу, чувак.;)",1
"@liza_happiness смешно) а самое, что интересное, предмет называется ""Наука и Технологии"" ))",1
@spartak_hc аж 2 баннера с Кемерово)) один еще с новым убогим беременным ромбом. мдааа...,1
"RT @FuucckThisWorld: @BrownSurry одаааа
только вот денег нет  :сс
я  б все там нахрен скупил
:D",1
"RT @mihocyjugab: @Smile225 хотя третий довольно-таки неплох. Печаль. Можешь посмотреть прохождение её, если хочешь)",1
"""::::::------)))))))"" - айер шмайер 
#ФразыВеликихЛюдей
Я под столом:D",1
"Извиняюсь за то , что замолчал , вспомнил , что сочинение по русскому нужно писать )",1
"Какой будет эта зима? — Понятия не имею, самой интересно) http://t.co/WMMhf6cTnc",1
Какие традиции в твоей семье? — є пару )) http://t.co/HA4nFSd5tV,1
"@mosieenko та я не иду, я тут должна быть до конца)",1
Крымская РД. Восток - дело тонкое:)) http://t.co/FKTMIp4Sha,1
"Я жила тобой, мечтала тобой, любила тобой, ела тобой, пила тобой, какала тобой... :D",1
"Мужчины - с праздником Вас) защищайте не только Украину,но и нас,прекрасных девушек ))))) http://t.co/BCFGKftahK",1
"спасибо за понимание, и то что некоторые удалили фотки тоже спасибо))",1
"Для тех кто интересовался творчеством А.Градского.
Киря - спешил фор ю, йопть :) http://t.co/hRiECqvLSg",1
"@BogusonovaMV :* окай, там на сайте сказали смысла нет смотреть, левая инфа",1
"RT @horoshayaaa: Мы с Кариной решили,что это всё не алё))",1
"@futuharirama да, вот поэтому я и отчислился с курсов на диплом технического переводчика)",1
Мамулик любит радовать меня вкусняшками:)))*** http://t.co/5QeOssCgf7,1
"@alinabakirova @Azaliya_99 да,ладно) нам такое добро не нужно) ахахах",1
@Vitaliy_Ivanov @svetlojar ведут себя как обычные бесноватые :),1
В одноклассниках мне можно сделать один бесплатный подарок:)И я его сделаю завтра бабушке...У нее завтра днюшка:* http://t.co/jRJFr1Vtmd,1
Какие снежные хлопья за окном. Бел лит. Такая атмосфера) а у меня в голове любима Песня *_*,1
"""@Arsyha777: @GOTIMUS если я правильно понял, то у нас Юрий глава!?"" #ВРИО но думаю после НГ утвердят #ТакВижу ))",1
"Уруу татагчихгаад байна уу татааруудад :) “@GandanStyle: Төвлөр, төвлөр, төвлөр.
Маргааш чухал ажилтай байж...”",1
RT @Boroo1010: Авгайгаа ажил тарахаар нь тосч авдаг хүн болсон утаанд төөрөөд өөр бүсгүйтэй учраад хүргэж өглөө гэж...:)),1
Еще желающие на должность главы Мегиона есть? Первый - @lobov_a уже вызвался :),1
"RT @laculovitap: Я знаю пароль, я вижу ананас... я верю что еноты придут спасать нас)) http://t.co/Ipi5q8pHXx",1
"яблоки, полить сметаной и посыпать какао - вы по другому взглянете на тот мир)",1
У тебя просто великолепная 5-ая точка!))) — Я возражаю http://t.co/ZhocHkwDVj,1
"Мальчики, на заметку: когда вы сплетничаете о девочке, лучше посмотрите сначала по сторонам, она может просто стоять рядом)",1
"Какая честь,я пздц как счастлива! ахаха)а ты так и остался на 7,и я поняла почему,просто ты меня удалил и теперь стал 7:D",1
"@JennyRubanova видела твоего брата сегодня случайно, ехали с ним в 43 тралике))",1
@vikascheglova азахаха. ЛОООХХ. А я тебе не отдал распечатку) Лооохх) А во сколько вальс у вас завтра?,1
"@follow2Rin до штанги и гантелей добрался, ну...и да - наверное весна :D",1
"Еду домой с Яном, вспомнили детский садик и школу.Насмеялись)",1
"@Yulia_Ostapchyk ну, уж, простите, конкретнее ничего сказать не могу:)",1
"- А чо за фильм с Робертом Патинсоном ? 
- Милый друг
- А у него милый друг ? :D
- О да , милейший :D",1
Мы заи:* #няшки #милости #милашки :) :* http://t.co/84HfeUdQQL,1
"Когда сдашь проект , чувство будто камень с души упал))",1
@Castleeeeee Сейчас с бывшим мужем в ресторанчик поедем :) Хоть пожру ХД,1
"Такие нарядные все были:))
Я даже глаза накрасила;)",1
"Ехали на встречу в банк, @misterprovizion решил сэкономить на проезде и прошел за мной в метро. В итоге 1000 рублей штрафа :)",1
